what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912448790
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912450759
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469912451929
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469912490489
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912498120
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912499012
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469912508059
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912511241
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912519408
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912585751
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912665837
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912734541
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469912765703
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469912769927
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912782592
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912793596
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912884735
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912893800
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912922263
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912922892
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912922914
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912924528
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469912931216
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469912935083
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912989763
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.cut",1469912997393
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469912998899
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469913001954
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469913008209
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469913013138
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469913015139
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469913018898
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.cut",1469913025250
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469913033999
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469913042195
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469913052526
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469913054394
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913108401
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913108690
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913108924
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913109179
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913109540
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913110639
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913110989
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913111330
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913111876
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913112270
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913112702
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913113438
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913114289
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913114748
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913115347
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913116684
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469913118809
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913120216
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913123693
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913127112
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469913131932
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469913133471
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469913224290
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469913775561
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469913779961
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469913781650
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469913789173
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469913804842
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1469913805471
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469913865636
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469913872785
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914029047
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469914035710
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469914086090
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469914097027
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914100997
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914101809
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469914120394
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469914122300
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469914128615
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469914135042
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914166950
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914257797
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469914267795
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469914326648
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914338308
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914339557
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914339646
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914340452
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469914356524
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469915733570
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469915736362
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469915737249
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469915781343
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469915941532
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469915944819
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916140532
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916174922
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916280937
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916298483
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916544944
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916594054
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469916753188
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.delete",1469916784801
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469916808147
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469916809895
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469916815417
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469916818155
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916934403
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916950523
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469916951427
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917050010
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917169265
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917201498
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917207498
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917226518
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917227680
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917227744
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917229989
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469917234774
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917360305
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917538509
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917539731
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917539795
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917540731
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469917572013
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917610226
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469917615788
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917617261
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469917618503
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469917623542
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469917640175
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469917643404
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469918318277
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469918338735
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469918340449
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918382493
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918383465
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918383538
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918384348
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469918385670
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469918735018
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918738922
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918830881
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469918915705
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469918917382
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469918949022
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918982344
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918983560
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918983633
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469918984612
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469918987341
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919027144
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469919028097
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919029964
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469919035767
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919047576
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469919064510
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469919071332
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469919073826
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919099401
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919103993
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919104871
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469919106633
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919121677
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919131354
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919156560
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919158794
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919159586
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919161750
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919162733
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469919164119
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919169200
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919173173
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919174275
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919182125
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919183470
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469919185827
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919187180
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919217841
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919219165
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469919220005
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469919221415
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919240491
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919244552
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469919249974
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469919261230
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469919328936
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921839165
opened,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.SourceView",1469921841333
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.SourceView",1469921841349
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921842078
closed,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.SourceView",1469921842090
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921842901
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843073
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843081
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843094
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843115
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843127
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843142
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843158
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843175
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843191
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843207
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843223
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469921843724
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921843757
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469921845333
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921845403
closed,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469921845409
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469921847390
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469921848956
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469921849018
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469921850248
opened,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469921850555
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469921852389
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469921941421
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469921944716
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469921946055
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469921946334
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469922182547
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469923477869
closed,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469923491820
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469923491930
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923493404
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469923495150
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923495224
closed,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.JavadocView",1469923495231
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469923513476
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469923514583
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469923515642
opened,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469923516288
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469923517821
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923567724
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469923572109
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923578158
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469923723706
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469923724994
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469923811012
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923815710
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.cut",1469923886856
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469923889378
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.cut",1469923899049
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469923902088
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469923922106
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923924364
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469923931956
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469923958790
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923961924
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469923962891
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923964092
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469923975764
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469924023803
